,TCGA-2L-AAQI-01A,TCGA-2L-AAQJ-01A,TCGA-F2-A7TX-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPY-01A,TCGA-FB-AAQ3-01A,TCGA-HZ-7926-01A,TCGA-IB-7644-01A,TCGA-IB-7654-01A,TCGA-IB-AAUO-01A,TCGA-FB-AAQ0-01A,TCGA-H6-A45N-01A,TCGA-HZ-8637-01A,TCGA-LB-A7SX-01A,TCGA-US-A77J-01A
ENSG00000136487.18,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000136488.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136490.9,485,1591,1418,914,1791,373,1468,741,812,1421,209,1020,4079,1362,5915
ENSG00000136492.9,206,158,492,203,63,83,265,238,200,575,48,53,411,308,86
ENSG00000136504.13,1597,1088,1704,1930,1372,579,2619,3072,3000,1413,1172,1097,2606,1567,1409
ENSG00000136514.3,712,921,835,1361,1117,1847,1024,1657,1433,3656,1063,322,1522,655,410
ENSG00000136518.17,1500,1345,1935,1623,895,957,2581,3141,2761,2361,1166,673,2260,2190,700
ENSG00000136521.13,2413,2727,2756,3023,1931,3700,4310,3903,3412,3679,2068,1278,4425,2783,2347
ENSG00000136522.14,974,1600,1396,1489,1313,2031,2066,1527,1553,2757,1114,504,1787,1445,1115
ENSG00000136527.18,5161,4490,5574,4734,3404,3633,9174,6170,7026,6398,3818,2653,8553,5447,4301
ENSG00000136531.18,55,26,692,43,51,21,528,197,110,42,100,59,138,57,32
ENSG00000136535.15,2,0,0,0,2,0,3,0,0,3,0,0,1,0,0
ENSG00000136536.15,2957,2338,3522,3296,1914,2513,5935,4352,5201,3189,2544,2127,6598,3379,1796
ENSG00000136541.15,17,50,26,51,68,28,30,28,125,112,105,63,176,21,152
ENSG00000136542.9,8982,5612,1272,7089,2201,2856,11625,9518,960,933,3212,2454,542,391,572
ENSG00000136546.16,353,91,265,1088,407,143,446,444,917,66,33,650,1274,87,334
ENSG00000136560.14,2789,1697,2664,1704,1636,2005,5460,3235,2581,1686,1597,1292,4083,1960,1262
ENSG00000136573.14,59,242,58,3,404,1,482,9,100,6,7,149,819,93,2742
ENSG00000136574.18,5506,1435,448,416,1038,176,358,2245,3062,472,1998,235,2395,7,63
ENSG00000136603.14,3738,4247,11868,4679,2149,3138,10770,9111,11288,8277,2956,4552,5057,4574,2150
ENSG00000136628.18,7390,4852,7528,6287,3775,2055,11854,10508,11421,4293,6392,3090,15306,6708,3842
ENSG00000136630.13,144,390,145,642,443,229,192,300,219,515,248,181,439,147,432
ENSG00000136631.15,1703,1407,1381,1711,1589,1189,2053,2359,1887,1836,1233,1186,3748,2266,1279
ENSG00000136634.7,5,12,32,42,16,13,43,10,17,30,4,8,118,24,70
ENSG00000136636.13,7842,5731,3198,4697,2660,3375,7722,6346,9650,3446,3082,2436,9923,2893,1808
ENSG00000136643.12,1061,906,1016,1532,845,574,1721,2307,2114,712,789,734,3100,1014,650
ENSG00000136682.15,535,446,510,374,333,283,748,475,416,664,382,317,675,587,290
ENSG00000136688.11,2,8,1,1,5,3,4,1,0,1,8,0,1,11,0
ENSG00000136689.19,8502,5043,947,1910,4004,3439,9577,3998,3933,6849,4796,1455,1798,1564,927
ENSG00000136694.9,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0
ENSG00000136695.15,38,5,4,0,0,1,12,0,0,1,0,11,0,17,0
ENSG00000136696.11,11,8,1,0,0,1,30,10,0,0,1,3,0,2,0
ENSG00000136697.13,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
ENSG00000136698.10,402,0,111,0,58,9,0,0,44,9,1,289,324,28,170
ENSG00000136699.19,2814,2517,3053,2943,2316,911,3668,3854,3576,3533,2595,1948,4247,3502,2009
ENSG00000136709.12,2940,2812,3469,2818,2992,1940,5094,4090,5193,3212,2449,2150,5277,3984,2970
ENSG00000136710.10,2629,2396,2195,1531,2459,2106,2886,3527,2809,1992,1691,1649,4680,3210,2150
ENSG00000136715.19,1524,1214,1491,1578,900,506,2073,2857,2612,1347,1026,666,2487,1678,977
ENSG00000136717.15,3152,3379,2429,3071,2985,1117,8339,2866,1399,3484,1879,2228,3393,4340,3388
ENSG00000136718.10,2568,2690,3111,2904,2920,2025,4019,4075,3746,2999,2267,1421,4572,3433,2190
ENSG00000136720.7,5618,1431,6912,2128,3782,1161,4275,2720,4093,2586,912,3671,3857,2285,2901
ENSG00000136731.13,6684,3952,4816,4111,2520,926,9823,9485,10185,3199,2410,2390,8383,5081,2542
ENSG00000136732.16,1451,1367,1332,2375,1861,1593,1148,957,1669,852,356,1082,2241,577,3674
ENSG00000136738.15,851,1408,1271,1359,843,1005,2712,2167,2426,606,1136,586,2213,1054,566
ENSG00000136750.13,955,14,529,21,335,41,12,28,798,78,4,771,2207,98,624
ENSG00000136754.18,4256,5066,3907,3458,2552,3228,7556,7696,5017,2203,3406,2125,9176,4206,2110
ENSG00000136758.19,7123,6674,9729,8301,4489,3378,12283,11492,8488,3390,4600,3636,16611,7950,4084
ENSG00000136770.11,2436,1976,2160,2148,1995,2278,2624,4043,2967,1392,4861,1136,2531,2127,1887
ENSG00000136783.10,908,684,807,1324,588,1460,1831,2115,1462,1201,483,778,2090,791,607
ENSG00000136802.12,5797,19788,14736,10514,3813,2757,14972,14145,28119,7906,4706,5653,3761,4511,4013
ENSG00000136807.14,2446,3400,3722,3578,3029,2258,3697,4520,4762,4311,1938,2054,3502,2741,2983
ENSG00000136810.13,5030,10558,10983,8298,9206,18601,11133,12380,7322,14236,7325,3069,11193,6438,5222
ENSG00000136811.16,1225,1245,1797,1920,1541,631,2459,2334,1912,2247,971,1046,2533,2038,1615
ENSG00000136813.14,4483,4801,6212,6299,3949,1798,9855,8455,10420,4408,2679,3133,9180,4713,3705
ENSG00000136816.16,1271,1595,1979,5456,1148,1743,3305,2873,2261,1967,665,1143,2705,1497,1032
ENSG00000136819.15,1632,2269,2293,3089,2308,2052,4431,4411,3590,2459,1057,1573,5013,2163,2476
ENSG00000136824.19,845,701,1593,895,369,371,1626,2536,1173,622,305,547,2745,950,596
ENSG00000136826.15,2641,5623,3028,3559,1412,1521,3899,10510,6898,1780,4742,1748,1941,2348,3873
ENSG00000136827.12,1467,2003,2684,3032,1723,1680,3831,3107,3018,2403,802,1205,3187,1399,1976
ENSG00000136828.19,831,1034,556,857,795,536,1507,2250,1488,1005,845,831,1433,1569,405
ENSG00000136830.12,20262,27063,27314,21002,13403,6522,38649,29843,23785,25319,12406,14731,11121,13985,13452
ENSG00000136834.3,0,0,1,0,0,0,0,2,4,1,2,0,0,2,0
ENSG00000136839.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136840.19,807,918,1075,1374,846,554,1558,1839,1575,1232,569,791,1395,1442,1406
ENSG00000136842.14,440,119,789,1405,292,71,191,151,1110,257,26,502,1014,128,529
ENSG00000136848.17,4449,6740,7104,8922,3826,1499,7249,6942,8916,6226,2544,3454,10649,5347,3165
ENSG00000136854.24,1484,1213,1425,2024,1060,451,2215,2116,2579,698,493,1939,3021,1746,1501
ENSG00000136856.18,479,757,492,920,777,674,899,1418,1059,577,471,640,1059,681,619
ENSG00000136859.10,2027,2927,2116,18925,1919,1381,2888,7401,5758,2258,2717,1796,4176,1571,2755
ENSG00000136861.18,1660,1590,2887,2701,1496,801,2274,3186,3769,2566,1127,1461,3596,1607,1996
ENSG00000136866.14,103,86,94,111,91,91,258,285,259,69,76,137,220,47,96
ENSG00000136867.11,9,11,24,22,16,4,10,19,11,10,2,11,70,11,17
ENSG00000136868.11,1933,2067,2518,2829,1358,986,4185,3764,5296,1257,674,1054,6294,1514,1282
ENSG00000136869.16,1005,559,1137,1061,815,432,1072,1423,1514,366,214,612,5121,267,1006
ENSG00000136870.10,1258,2547,1155,1288,1387,1356,3241,2183,2106,892,552,1206,3444,1118,1530
ENSG00000136872.20,1169,4366,621,1069,4130,3569,6193,6424,441,427,458,651,2827,261,1400
ENSG00000136874.11,1473,971,1835,2053,1094,734,2882,2985,2914,2206,963,981,2887,1442,888
ENSG00000136875.13,1276,1312,1992,1896,984,859,3215,2823,2407,1738,820,742,2530,1643,1252
ENSG00000136877.15,2512,4159,3711,3815,3460,2308,4035,5123,3897,5006,2475,2145,2776,3201,3160
ENSG00000136878.14,1173,1336,1469,2284,1575,618,1789,2026,2256,1486,981,1410,2849,1840,2157
ENSG00000136881.12,285,744,30,207,333,868,983,105,95,141,9,243,190,97,343
ENSG00000136883.14,2670,1240,1569,2594,4409,2516,2660,2935,1672,4831,1478,4516,2458,4089,3389
ENSG00000136888.8,2978,6537,4643,5462,3204,7300,7413,8188,6911,4209,2091,2611,7967,3006,3404
ENSG00000136891.14,831,771,1163,1090,805,621,1939,2456,1723,874,600,541,1727,956,962
ENSG00000136895.19,191,218,76,491,143,66,256,278,495,128,101,184,261,404,200
ENSG00000136897.8,785,1354,1088,1228,920,1999,2389,2126,1655,845,548,662,2201,886,952
ENSG00000136908.18,1254,2317,1814,2405,1927,1763,3105,3122,2478,2862,1124,1187,1914,2423,2715
ENSG00000136918.8,1,1,4,3,1,5,14,4,1,3,2,2,4,10,5
ENSG00000136925.15,415,228,515,571,222,70,777,956,1185,317,169,317,985,359,149
ENSG00000136928.7,13,9,5,14,6,5,12,5,6,20,4,35,47,12,32
ENSG00000136929.13,1,1,1,1,2,1,2,0,3,2,0,2,10,1,19
ENSG00000136930.13,3566,6649,7452,6383,4114,6660,6849,6757,6923,6302,2696,2428,5854,3727,3846
ENSG00000136931.10,0,3,4,1,1,1,0,0,0,1,0,1,2,7,1
ENSG00000136932.14,274,362,507,525,423,282,874,867,895,402,195,325,782,341,468
ENSG00000136933.17,670,753,915,968,608,995,1059,1495,1210,713,438,485,1254,907,841
ENSG00000136935.14,950,833,1128,1689,874,435,1769,1698,2043,1318,739,817,2798,1534,924
ENSG00000136936.11,435,446,623,715,520,682,888,776,676,525,383,359,943,586,631
ENSG00000136937.13,1683,1164,2369,1968,1007,877,3330,3059,2426,1615,918,1009,3442,1730,1072
ENSG00000136938.9,5511,6248,9089,6782,6577,5649,9395,13596,10177,7271,5622,3080,10231,4426,7365
ENSG00000136939.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000136940.14,758,922,1017,1236,608,759,1772,2430,1754,671,370,521,1773,651,613
ENSG00000136942.15,11568,20568,22156,19202,18589,42127,19353,32609,26306,38326,14771,8789,16803,13605,23366
ENSG00000136943.11,2664,463,771,155,232,219,720,487,162,622,41,133,216,398,273
ENSG00000136944.19,57,42,33,46,6,18,107,9,35,328,2,49,11,8,75
ENSG00000136950.13,1615,3423,3746,2887,1954,2687,4252,4286,2643,3681,1766,1239,2699,2174,2292
ENSG00000136960.13,3018,934,2333,4617,2410,743,3977,3289,4344,594,496,2484,10413,1107,3123
ENSG00000136982.6,251,149,596,159,81,157,163,214,181,220,102,102,851,275,140
ENSG00000136986.10,5449,4934,5214,3038,2917,3115,6256,5743,6621,3376,3019,1861,8093,3255,2985
ENSG00000136997.21,1593,4480,5279,2402,2148,908,3493,6575,5923,3487,3549,1688,2920,1619,4909
ENSG00000136999.5,1313,453,248,674,450,270,717,526,1173,886,69,439,2019,958,974
