,C3L-01637-02,C3L-03743-01,C3N-00302-02,C3N-01167-01,C3N-02754-01-3,C3N-02998-03,C3L-03348-03,C3L-03348-03-2,C3N-03000-02
ENSG00000114013.16,1275,1093,656,1065,616,2029,1014,997,873
ENSG00000114019.15,1352,2571,2721,2571,1054,2524,1529,1354,2736
ENSG00000114021.12,1838,2089,1138,3045,1371,1954,1797,1301,1424
ENSG00000114023.15,2342,1472,2600,2062,818,1177,1424,860,1736
ENSG00000114026.21,775,333,503,629,414,488,575,432,456
ENSG00000114030.13,2296,3113,4078,2838,1742,2238,2667,1771,2303
ENSG00000114054.14,1600,1198,1300,1749,914,1458,1215,803,804
ENSG00000114062.22,4629,6529,4093,5687,5171,5171,7264,4720,6337
ENSG00000114098.18,3045,3323,3658,3369,2604,2885,3742,2776,2953
ENSG00000114107.9,1354,1508,2725,1609,1492,1007,2911,1679,1331
ENSG00000114113.6,40,79,60,233,52,19,60,27,31
ENSG00000114115.10,1219,713,3675,857,917,292,1574,850,1079
ENSG00000114120.14,3953,5560,7202,3331,3274,3988,5137,3013,4103
ENSG00000114124.2,0,4,7,3,2,3,1,5,3
ENSG00000114125.14,1935,1619,1361,1859,809,1202,1114,846,1068
ENSG00000114126.18,2006,3180,3884,3761,2333,2326,4751,3132,2049
ENSG00000114127.11,6932,8694,9258,11621,5679,10352,9286,5920,5333
ENSG00000114166.8,1775,1233,1354,1581,2163,2392,2729,1648,948
ENSG00000114200.10,86,316,134,110,205,155,509,321,115
ENSG00000114204.15,1505,19,39,28,32,9,1084,186,3
ENSG00000114209.15,1959,2978,2581,2525,1237,1798,2172,1390,2095
ENSG00000114248.10,118,41,121,661,288,96,285,194,22
ENSG00000114251.15,1423,5365,1912,2565,1342,552,2496,2971,4446
ENSG00000114268.12,644,332,1327,582,237,528,489,401,1276
ENSG00000114270.17,2119,2797,6497,922,1066,160,2819,3786,11200
ENSG00000114279.13,68,103,74,54,144,39,226,94,358
ENSG00000114302.16,3169,2401,2772,3192,2373,2757,2863,2258,2852
ENSG00000114315.4,3171,1484,2341,4959,862,650,1405,980,1208
ENSG00000114316.13,3055,1334,2709,2458,2044,2221,3018,2161,2292
ENSG00000114331.15,6844,7088,7042,8100,4619,6790,7110,4814,6317
ENSG00000114346.14,2864,3914,5788,5039,1141,3203,3285,2022,1429
ENSG00000114349.10,0,0,2,0,0,2,4,0,0
ENSG00000114353.17,11079,7101,7023,6886,5089,7248,7506,5706,7569
ENSG00000114354.15,5844,8055,4364,6593,3086,4330,4341,2937,5235
ENSG00000114374.13,12,3,2234,5,5306,4,8094,5285,4294
ENSG00000114378.17,1583,103,326,509,1391,372,709,381,69
ENSG00000114383.10,732,369,533,657,545,492,697,510,508
ENSG00000114388.14,968,341,533,788,614,620,690,539,588
ENSG00000114391.13,12157,13162,7059,14086,8905,14669,12180,8067,16994
ENSG00000114395.11,597,195,209,442,332,307,315,256,265
ENSG00000114405.11,343,210,305,133,288,131,323,197,263
ENSG00000114416.18,5231,6083,9742,5354,4434,5360,7835,5441,6088
ENSG00000114423.23,4873,5680,3263,5109,3218,5132,4719,3364,4817
ENSG00000114439.19,6941,8151,6145,7673,6824,6902,11569,7574,6402
ENSG00000114446.5,1928,1858,1259,2617,1719,1413,2489,1884,1237
ENSG00000114450.11,3990,3696,3801,3367,2594,3818,3685,2936,3357
ENSG00000114455.13,810,1274,156,1140,219,26,222,92,65
ENSG00000114473.14,656,1011,991,611,476,663,731,549,630
ENSG00000114480.13,2016,2293,3418,1222,1072,1944,1619,1141,3436
ENSG00000114487.10,2,1,3,0,7,1,9,4,1
ENSG00000114491.14,1490,1336,2222,2426,956,1409,1542,1119,1318
ENSG00000114503.11,3057,3985,3812,3053,1786,2676,1921,1682,2714
ENSG00000114520.11,2620,2365,2003,2786,1415,1396,2480,1499,1587
ENSG00000114529.13,2825,5302,1577,4135,700,723,1026,727,1070
ENSG00000114541.15,2197,2327,2017,2345,2506,3659,3722,2268,2050
ENSG00000114544.17,1508,1192,1205,1976,1101,927,1681,1090,1318
ENSG00000114547.10,24,6,43,30,30,12,25,4,22
ENSG00000114554.11,4096,7811,7396,5260,3040,2157,3749,3594,7329
ENSG00000114573.10,6562,6041,5668,5468,3816,5229,5969,4087,5413
ENSG00000114626.18,1099,920,1176,1107,650,610,1027,786,808
ENSG00000114631.11,451,374,919,1197,386,662,759,370,144
ENSG00000114638.8,289,62,45,60,2237,106,2054,1340,2386
ENSG00000114646.10,19,12,31,30,18,22,9,15,30
ENSG00000114648.12,1180,574,862,1353,876,1138,1137,862,1039
ENSG00000114650.20,2362,1146,2005,4169,1837,1691,2526,2095,1794
ENSG00000114654.7,109,124,62,204,113,71,170,130,24
ENSG00000114656.12,200,198,499,365,251,217,263,189,196
ENSG00000114670.14,612,911,1236,1046,614,674,718,527,833
ENSG00000114686.9,3040,2737,3257,3662,1784,2306,2497,1648,2306
ENSG00000114698.15,1620,2470,1995,2411,2366,2785,4440,2761,1804
ENSG00000114735.10,1332,773,1253,1686,1205,1054,1419,1386,1391
ENSG00000114737.16,726,221,377,407,265,386,360,310,303
ENSG00000114738.11,2494,791,1153,1509,984,1575,1216,1061,1325
ENSG00000114739.14,1252,1003,2055,1600,826,1076,1716,1152,1613
ENSG00000114742.14,2701,2400,2534,2938,2311,2734,3785,2343,2744
ENSG00000114744.9,1437,2209,2101,1473,1132,1372,1619,1411,1560
ENSG00000114745.13,2651,1643,1224,2909,1560,1571,2261,1668,1645
ENSG00000114757.19,79,34,79,40,81,57,61,36,29
ENSG00000114767.7,903,275,498,748,318,524,457,341,399
ENSG00000114770.17,4677,4351,5534,4404,2671,5147,3674,3000,4783
ENSG00000114771.14,509,689,99,1236,97,256,398,99,55
ENSG00000114779.19,2006,723,962,1855,1252,1165,1627,927,773
ENSG00000114784.4,743,600,867,797,509,830,857,496,800
ENSG00000114786.16,1,1,0,2,0,4,1,1,1
ENSG00000114790.13,488,767,736,482,1130,644,1114,867,531
ENSG00000114796.16,6131,7179,7147,7856,3679,5482,6805,4799,6626
ENSG00000114805.18,1442,566,853,2842,1100,888,1766,944,187
ENSG00000114812.13,770,101,61,892,183,133,628,357,144
ENSG00000114841.17,1586,933,1456,2356,1775,1952,1442,1242,1011
ENSG00000114850.7,11280,10552,8884,9376,6062,7690,9108,6849,10400
ENSG00000114853.14,1019,825,732,924,1207,592,1279,1273,809
ENSG00000114854.8,120,105,30,285,176,215,194,164,20
ENSG00000114857.18,13950,11267,10386,11227,8750,14231,12176,8913,11096
ENSG00000114859.16,438,240,295,779,337,166,464,273,162
ENSG00000114861.23,6406,4231,6355,5027,4130,6037,6269,3971,5991
ENSG00000114867.22,12868,16356,17277,16472,7423,10237,11897,8376,11572
ENSG00000114902.14,3157,1454,1642,2430,1490,2056,1947,1227,1600
ENSG00000114904.13,1744,891,1486,1890,1127,1075,1756,1381,1465
ENSG00000114923.17,173,189,315,513,162,123,229,187,408
ENSG00000114933.16,4073,4097,4228,4989,3461,3988,5844,3345,4633
ENSG00000114942.14,15990,8652,8228,14166,6910,15091,12047,7254,11892
ENSG00000114948.13,179,472,673,324,354,326,575,439,175
ENSG00000114956.20,824,1108,478,1677,461,642,741,605,560
ENSG00000114978.18,10771,13539,6968,11703,6053,9945,9560,7129,8447
ENSG00000114982.19,3061,3187,2894,6017,3074,3066,4229,3527,2996
ENSG00000114988.12,951,861,832,1160,715,661,1727,1149,865
ENSG00000114993.17,1165,2218,986,3182,860,828,1471,1177,959
ENSG00000114999.8,1987,2416,1997,4076,1443,2066,2350,2095,1950
ENSG00000115008.6,118,293,131,119,11,51,83,81,174
ENSG00000115009.13,1473,490,198,567,77,554,252,326,482
ENSG00000115020.17,5638,5664,4360,6921,4434,6653,7263,5373,6504
ENSG00000115041.13,61,80,77,99,93,55,103,81,102
ENSG00000115042.10,829,441,551,976,455,467,803,665,548
ENSG00000115053.17,13108,11227,11588,18149,7048,11911,14158,9374,9098
ENSG00000115073.8,2358,1609,1442,4169,1917,1348,2463,2072,1635
ENSG00000115084.15,13393,10226,8065,11572,7708,7815,10756,8225,8060
ENSG00000115085.14,323,119,143,272,469,1122,361,395,46
ENSG00000115091.12,15556,14949,8790,16855,7788,12830,12409,9308,11095
ENSG00000115107.20,1966,1239,1183,1912,508,855,2320,1757,1170
ENSG00000115109.14,2126,3071,1215,4091,1997,1090,3985,2322,1280
ENSG00000115112.8,2133,1698,1874,3256,3793,903,4032,2575,864
ENSG00000115128.7,2013,2549,1791,3766,998,1604,1785,1349,1662
ENSG00000115129.14,1476,2217,912,1540,1030,744,1328,926,1329
ENSG00000115137.12,346,460,347,691,451,449,650,442,358
ENSG00000115138.11,56,14,20,31,25,14,89,73,44
ENSG00000115145.10,3687,3320,2351,3835,2288,2732,3443,2400,2526
ENSG00000115155.19,14,12,52,26,18,12,38,26,3
ENSG00000115159.16,5174,5402,3002,6459,2803,3104,5192,3558,2626
ENSG00000115163.15,110,126,280,340,38,63,78,66,72
ENSG00000115165.10,2393,783,570,1089,1618,3822,1846,1673,697
ENSG00000115170.15,2156,2301,2025,2086,1861,1280,3953,2689,2712
ENSG00000115183.15,5255,4489,4477,5696,3406,2962,5062,3503,4243
ENSG00000115194.11,0,6,12,8,4,20,5,5,2
ENSG00000115204.15,1527,1232,827,1650,798,1043,1267,955,1048
ENSG00000115207.13,1375,1781,1142,2101,912,1236,1300,952,1171
ENSG00000115211.16,966,935,726,1301,720,650,864,757,772
ENSG00000115216.14,4706,4764,3065,6165,3133,3280,4900,3291,3658
ENSG00000115221.12,8036,10894,16472,4052,8623,1723,8441,7068,4540
ENSG00000115226.10,681,620,260,270,287,411,392,305,388
ENSG00000115232.14,2860,2204,1858,2233,2709,7164,3374,2599,2385
ENSG00000115233.12,3149,3741,2137,5162,1440,2399,3204,2175,2105
ENSG00000115234.11,3443,3170,1760,3824,2365,2700,3383,2472,2090
ENSG00000115239.24,1207,1149,1296,1475,1025,1192,1530,1245,1203
ENSG00000115241.11,4272,3518,3247,4893,1740,2542,2640,1858,2073
ENSG00000115252.18,944,1739,699,1338,2175,1518,2203,1574,980
ENSG00000115255.12,512,43,127,618,71,99,204,93,30
ENSG00000115257.15,151,25,67,99,42,46,63,62,25
ENSG00000115263.15,43988,27525,16159,15737,96395,6,5781,3648,33
ENSG00000115266.12,110,94,121,189,80,111,86,88,78
ENSG00000115267.8,1933,1867,2559,8876,1095,2895,3253,2719,1011
ENSG00000115268.10,10440,4392,5215,8767,2842,6004,6384,2933,4748
ENSG00000115271.11,1702,1248,977,1293,827,1044,1840,1332,922
ENSG00000115274.15,20,31,8,18,18,30,21,22,9
ENSG00000115275.14,2592,2295,1547,3975,1269,1613,2125,1659,1591
ENSG00000115282.21,1131,707,726,1324,627,739,896,682,630
ENSG00000115286.20,226,82,151,289,95,80,133,117,57
ENSG00000115289.14,616,505,388,770,344,391,492,450,496
ENSG00000115290.10,360,100,757,291,291,289,773,350,92
ENSG00000115295.20,4489,2914,2793,1837,2099,2594,2379,1768,2841
ENSG00000115297.11,8,9,10,61,5,2,16,5,5
ENSG00000115306.16,78479,55976,39360,92901,45688,53966,71901,48915,32056
ENSG00000115307.17,3775,4325,2788,6488,2388,2587,3999,3485,2871
ENSG00000115310.18,8707,8863,7970,7995,5466,8000,8441,6373,9536
ENSG00000115317.12,521,519,441,558,379,531,618,454,489
ENSG00000115318.12,611,523,525,464,456,364,554,535,800
ENSG00000115325.13,871,535,340,876,408,519,607,482,456
ENSG00000115339.14,6348,4649,2854,5488,2520,2657,9553,5482,1887
ENSG00000115350.12,523,492,371,694,395,586,419,309,537
ENSG00000115353.11,150,126,231,199,96,388,140,80,162
ENSG00000115355.17,5593,4348,6621,2944,3941,6807,6401,4052,5008
ENSG00000115361.8,239,93,71,104,221,144,443,236,27
ENSG00000115363.14,297,458,440,776,248,136,300,282,722
ENSG00000115364.14,1720,10860,2139,2855,1522,2058,2715,1667,1760
ENSG00000115365.12,2990,1896,2227,2586,2254,2390,4489,2707,3067
ENSG00000115368.10,2821,3218,2407,3749,1906,3218,3530,2411,3720
ENSG00000115380.20,6184,9491,6157,6514,5608,10390,6115,5571,7189
ENSG00000115386.6,104432,685,6729,11762,3822,163,100411,16885,57
ENSG00000115392.12,1481,2927,1513,1512,838,1367,1472,950,1315
ENSG00000115414.21,286508,406196,279052,107878,85663,123903,155950,209842,729265
ENSG00000115415.20,9899,13473,13144,44212,6375,33047,19748,15884,9229
ENSG00000115419.13,8216,15537,6233,11483,7501,10022,10428,7107,12031
ENSG00000115421.13,1449,1856,1601,2001,1390,1792,2528,1935,1998
ENSG00000115423.19,422,325,506,1010,554,465,761,491,390
ENSG00000115425.14,695,319,922,895,443,437,991,702,424
ENSG00000115446.12,1794,1415,1052,2210,1234,1323,1717,1334,1255
ENSG00000115457.10,6980,2096,1310,7716,2116,744,2598,1909,2531
ENSG00000115459.18,1097,890,985,1871,884,1354,1205,1100,923
ENSG00000115461.5,28387,100728,33171,44973,60382,23300,150970,126800,19846
ENSG00000115464.15,13499,23520,14457,16386,13481,14192,22689,14523,18605
ENSG00000115468.12,55,129,108,150,141,169,107,104,58
ENSG00000115474.7,391,436,322,417,202,286,353,193,341
ENSG00000115484.15,3749,5200,3586,7858,2453,3703,4139,3466,4700
ENSG00000115486.12,2368,2051,2354,3129,1788,1934,2953,2409,2272
ENSG00000115488.3,0,0,0,0,0,0,0,0,9
ENSG00000115504.15,3026,3347,4535,3570,2533,2939,4575,2936,5005
ENSG00000115507.10,46,42,48,39,19,14,62,62,60
ENSG00000115514.12,894,1345,825,1380,626,1095,1109,750,961
ENSG00000115520.8,1650,1882,934,2508,969,1560,1161,1079,1505
ENSG00000115523.17,62,69,147,198,49,192,148,112,58
ENSG00000115524.17,30723,26482,17267,35633,19146,28489,32928,23877,31802
ENSG00000115525.18,820,673,531,697,700,1684,1230,981,1096
ENSG00000115526.11,254,300,391,354,278,322,516,364,367
ENSG00000115539.14,490,447,305,831,288,471,389,289,408
ENSG00000115540.15,1027,983,791,1222,596,858,882,620,1106
ENSG00000115541.11,1210,551,833,1506,249,971,616,428,635
ENSG00000115548.17,5359,5118,6390,6307,2926,4318,5794,4093,6685
ENSG00000115556.14,11,33,74,26,45,28,64,53,45
ENSG00000115561.16,2999,2367,1755,4348,2355,2691,3242,2582,2178
ENSG00000115568.16,700,831,1180,1123,608,769,940,829,1107
ENSG00000115590.14,1151,288,58,234,167,310,456,393,105
ENSG00000115592.11,5,14,7,2,5,4,1,6,9
ENSG00000115593.15,3,0,0,4,0,2,0,1,0
ENSG00000115594.12,6204,8856,5824,5756,9102,6649,12866,10932,9547
ENSG00000115596.4,3,9,13,8,5,9,3,6,10
ENSG00000115598.10,54,92,45,62,133,87,163,96,38
ENSG00000115602.17,440,570,236,432,1169,478,1022,525,406
ENSG00000115604.11,686,702,323,363,740,951,971,722,420
ENSG00000115607.9,114,85,49,58,114,622,178,153,25
ENSG00000115616.3,3216,531,97,1169,66,701,2075,1333,210
ENSG00000115641.19,6372,3278,3161,7054,2597,2768,1817,1733,3222
ENSG00000115648.14,8352,4235,1185,6608,4359,2966,4154,2693,2511
ENSG00000115649.16,2378,1427,842,3482,816,1294,1334,985,1189
ENSG00000115652.15,1433,1596,919,1962,931,1244,1378,986,1277
ENSG00000115657.14,43,47,48,73,28,26,52,27,61
ENSG00000115661.14,1030,891,523,1324,623,689,892,722,567
ENSG00000115665.9,11,4,39,1,15,2,17,15,1
ENSG00000115677.17,42986,37231,17560,43685,18202,23064,36718,26658,39663
ENSG00000115685.15,2065,1510,789,2610,840,1083,1664,1137,1409
ENSG00000115687.14,846,689,639,1298,492,1020,872,706,583
ENSG00000115694.15,3099,3237,1597,4329,1852,2045,2561,2397,3495
ENSG00000115705.22,14,15,23,11,173,192,23,5,17
ENSG00000115718.18,337,174,143,160,92,33,141,90,200
ENSG00000115738.10,3213,1354,1903,3528,1382,2925,3118,1727,2194
ENSG00000115750.17,915,836,1146,1470,601,865,890,571,905
ENSG00000115756.13,1292,1093,1209,3363,707,701,976,877,870
ENSG00000115758.13,2428,3415,1812,3821,1908,4896,3648,2588,1963
ENSG00000115760.14,28404,21117,19888,42054,21479,23362,27557,19577,21526
ENSG00000115761.16,1398,1126,1238,1934,722,1322,1451,972,1338
ENSG00000115762.16,9719,9238,3615,9533,4437,6026,6439,4770,4204
ENSG00000115806.13,3251,2594,1921,4050,1824,1967,2842,2038,2445
ENSG00000115808.12,4453,2985,3368,4981,2855,3498,4066,2626,2864
ENSG00000115816.15,2511,1553,2324,3368,1582,2698,2817,1689,2099
ENSG00000115825.11,2628,3859,4041,2807,3889,3714,6368,3996,4243
ENSG00000115827.14,1089,1058,1131,1692,1021,1146,1861,1216,1573
ENSG00000115828.17,873,1290,861,917,1855,266,1684,1064,1042
ENSG00000115839.18,5181,6726,3232,6967,3693,3836,7026,4980,3782
ENSG00000115840.14,1074,1287,1287,1422,1569,1621,1906,1735,1641
ENSG00000115841.21,558,402,440,827,577,596,871,551,711
ENSG00000115844.11,0,0,6,1,0,2,1,1,2
ENSG00000115850.10,14,16,16,49,13,25,56,20,13
ENSG00000115866.11,3936,4915,3668,4059,2051,3362,4009,3054,5350
ENSG00000115875.19,5959,3716,4193,7421,2876,8187,4548,3311,4910
ENSG00000115884.11,17386,6676,11376,13369,5509,3407,11365,6818,18954
ENSG00000115896.16,323,485,280,424,521,656,535,400,289
ENSG00000115902.11,1522,890,1227,2824,859,833,1670,1103,840
ENSG00000115904.14,3135,2620,4122,4077,2994,4869,5260,2954,4348
ENSG00000115919.15,1720,1505,2427,1521,1330,1342,1055,852,651
ENSG00000115934.11,0,0,0,0,0,0,1,0,0
ENSG00000115935.18,2912,3159,2778,2170,2733,6254,4564,3444,4909
ENSG00000115942.9,2198,2207,1628,3545,1216,1846,2260,1755,2236
ENSG00000115944.15,3309,2394,1761,4011,2056,2361,2955,2066,2903
ENSG00000115946.8,778,1087,540,1123,416,764,737,628,724
ENSG00000115947.14,2048,2109,1589,2755,1293,1833,2566,1633,1535
ENSG00000115956.10,1897,668,665,1276,863,3805,970,847,747
ENSG00000115963.13,2441,4890,1630,4844,1953,2418,2763,1919,3517
ENSG00000115966.17,4007,3717,2989,3850,3006,3511,5166,3366,4692
ENSG00000115970.18,4381,3228,3829,6145,3532,4377,4953,3501,4606
ENSG00000115977.20,4314,6301,4903,4839,4027,5999,6294,4126,5079
ENSG00000115993.13,3534,3400,3126,3484,3649,3489,5730,4063,3955
ENSG00000115998.8,503,446,428,771,459,506,677,514,601
ENSG00000116001.17,5382,7336,5653,8056,3725,5696,6590,4866,7256
ENSG00000116005.12,4580,4933,4198,4427,4641,4260,6037,4748,4549
ENSG00000116014.10,1,4,10,6,9,2,6,5,5
ENSG00000116016.14,6135,4238,3655,6544,5661,6958,6989,3974,4489
ENSG00000116017.11,416,1180,245,676,241,492,420,317,427
ENSG00000116030.17,3297,3393,2476,5052,2012,2764,3633,2599,3638
ENSG00000116031.9,153,54,26,16,40,64,88,70,22
ENSG00000116032.5,18,44,28,33,51,14,40,43,12
ENSG00000116035.4,24,10,12,17,13,11,11,8,23
ENSG00000116039.13,8,4,5,6,7,7,8,6,12
ENSG00000116044.16,4777,4023,4375,5814,3791,5053,8026,4727,5041
ENSG00000116062.17,3342,2235,4881,4553,2125,2585,3418,2550,3046
ENSG00000116095.11,2040,2346,2116,2494,1890,2028,2678,1812,2725
ENSG00000116096.6,1743,1283,414,2754,668,590,1073,766,513
ENSG00000116106.12,1846,7461,1005,2921,1034,1697,1833,1456,3961
ENSG00000116117.18,2731,2877,1541,4792,3382,2601,4367,3461,2091
ENSG00000116120.11,2321,1902,1758,3469,1202,2266,2014,1256,1852
ENSG00000116127.19,5467,6540,6362,8562,4873,5207,7637,4519,6185
ENSG00000116128.11,560,498,1018,1166,570,513,1084,557,842
ENSG00000116132.12,3888,4176,6752,1498,3602,6043,5482,3903,12696
ENSG00000116133.13,13433,3360,3460,8250,2642,4328,6385,3741,1533
ENSG00000116138.13,1820,1694,1153,4256,1287,1456,2111,1394,1604
ENSG00000116141.17,337,508,542,842,516,519,939,624,744
ENSG00000116147.17,69,78,47,75,153,84,183,76,6
ENSG00000116151.14,322,326,306,1672,320,196,480,490,354
ENSG00000116157.6,388,883,525,615,370,544,726,633,1229
ENSG00000116161.18,4805,1948,2038,3787,1106,2461,1909,1490,2067
ENSG00000116171.19,8282,5252,2993,8357,4478,5587,6992,4284,3361
ENSG00000116176.6,25,22,18,26,46,5,66,31,11
ENSG00000116183.11,504,450,428,366,1730,145,101,69,78
ENSG00000116191.17,2774,2773,2385,4400,1875,3881,2502,1418,2202
ENSG00000116194.13,629,737,508,777,788,1421,1704,970,383
ENSG00000116198.14,1972,1478,1216,3994,1357,1327,1954,1609,1518
ENSG00000116199.12,3687,4477,3766,5602,2814,3855,4082,3315,3103
ENSG00000116205.14,639,651,724,924,739,822,931,783,590
ENSG00000116209.12,15082,12165,6039,16048,10827,9663,13662,8438,7361
ENSG00000116212.15,929,1129,897,1442,646,606,820,634,747
ENSG00000116213.16,1025,677,426,1988,544,515,618,553,577
ENSG00000116218.13,1,5,3,5,7,10,4,0,4
ENSG00000116221.15,2059,1273,1503,2444,782,1521,1303,866,956
ENSG00000116237.16,4559,4343,2757,9497,3066,2542,5267,3635,3348
ENSG00000116251.11,4347,3535,2117,5943,2880,3574,4607,2730,3951
ENSG00000116254.18,23,51,38,252,93,8,285,215,19
ENSG00000116260.17,14281,11333,8993,11488,5638,7385,8059,6595,5721
ENSG00000116266.11,3478,2975,2436,4430,2194,2819,3327,2097,2341
ENSG00000116273.6,677,863,709,1014,574,454,728,562,801
ENSG00000116285.13,17155,15705,6027,8871,8832,4515,9849,6558,13197
ENSG00000116288.13,3914,3310,1770,7508,2692,2792,3826,2852,2676
ENSG00000116299.17,2839,958,764,13955,4234,1765,5344,2173,62
ENSG00000116329.11,14,27,96,97,117,3,26,29,20
ENSG00000116337.19,1635,1585,1237,2726,1217,1638,1817,1200,1132
ENSG00000116350.17,4558,4314,2805,6014,2511,3875,3488,2515,3491
ENSG00000116353.16,638,461,329,758,407,422,536,442,497
ENSG00000116396.15,1153,568,3578,806,1627,1003,1366,1035,572
ENSG00000116406.19,8716,6904,6572,12818,5248,7026,9626,6153,4622
ENSG00000116455.14,983,699,633,1653,484,1055,586,445,383
ENSG00000116459.11,6292,4044,3267,7521,3275,4071,4513,2970,3000
ENSG00000116473.14,2281,1932,2021,1975,1586,2365,2506,1582,2000
ENSG00000116478.12,7999,6176,2413,9054,3157,5648,4728,3438,3250
ENSG00000116489.13,10878,10462,6410,10385,5099,8886,9233,6071,6602
ENSG00000116497.18,1797,2105,3054,2401,1674,2448,2276,1738,2025
ENSG00000116514.17,2357,2451,2714,2990,1284,2544,1455,1166,1552
ENSG00000116521.11,2015,1306,908,2752,731,1301,1061,606,950
ENSG00000116525.14,201,154,311,373,205,222,273,225,228
ENSG00000116539.14,10621,9719,9027,21267,9418,10531,15075,8495,10378
ENSG00000116544.12,17,12,16,10,30,19,32,23,12
ENSG00000116560.11,12694,11389,12691,18776,8049,16334,11570,7661,10336
ENSG00000116574.6,2634,1784,963,5901,1787,2574,2404,1417,973
ENSG00000116580.18,4401,3550,3391,8432,2663,4415,3886,2721,3630
ENSG00000116584.20,4944,3440,3176,5976,2204,4065,2707,2266,2942
ENSG00000116586.12,1792,963,645,2689,552,981,732,603,739
ENSG00000116604.18,1622,1731,2029,2815,1652,2446,2304,1547,1519
ENSG00000116641.18,5591,4677,4328,5667,4628,5392,5963,4058,4767
ENSG00000116649.10,630,496,438,881,230,545,444,254,494
ENSG00000116652.6,108,131,160,111,63,121,147,64,113
ENSG00000116661.11,941,751,124,104,76,44,208,111,157
ENSG00000116663.11,494,261,152,1409,214,368,382,271,167
ENSG00000116667.15,1808,1286,1536,4204,2419,1585,3503,2246,1328
ENSG00000116668.13,686,782,536,1232,567,1073,896,562,826
ENSG00000116670.15,583,349,302,1023,272,334,422,382,394
ENSG00000116675.16,208,198,217,300,460,132,512,280,134
ENSG00000116678.20,981,1835,978,860,1963,2985,2433,1423,966
ENSG00000116679.16,12878,12324,8233,15643,5755,14932,11320,7298,11690
ENSG00000116685.16,2703,2086,906,6559,1419,1050,2334,1574,1352
ENSG00000116688.18,5147,4451,2200,8773,3094,2981,3923,2873,2743
ENSG00000116690.13,83,100,131,94,158,125,646,232,25
ENSG00000116691.11,810,514,392,1238,384,534,495,590,570
ENSG00000116698.21,2224,2043,3273,3146,1943,1984,3529,1941,2180
ENSG00000116701.15,4756,1003,1084,1585,786,1960,1109,1037,1928
ENSG00000116703.14,36,33,17,45,26,37,32,23,41
ENSG00000116704.8,3997,3437,1375,3830,2017,1973,2392,1632,2222
