,C3L-00928-03,C3L-01032-01,C3L-01598-02,C3L-01971-02,C3L-04853-01,C3N-00302-02,C3N-01167-01,C3N-02696-02-2,C3N-03000-02,C3N-03853-02,C3N-04282-01,C3L-02606-02,C3L-03639-03,C3L-03743-01,C3N-02696-02,C3N-04284-01
ENSG00000106624.11,19809,42027,16703,12572,13483,18429,10634,19578,49304,11813,17263,26050,3799,17946,21593,3166
ENSG00000106628.11,958,1255,1362,1224,1397,1352,3674,1055,1122,972,1420,1221,2174,998,1463,1220
ENSG00000106631.8,2,0,4,7,3,6,8,6,0,1,1,2,0,1,7,2
ENSG00000106633.17,70,13,58,121,33,60,103,142,24,40,31,30,5,64,207,119
ENSG00000106635.8,732,698,1008,934,1026,727,1914,655,734,598,1224,855,1640,1220,1061,515
ENSG00000106636.9,1837,2222,3258,2587,3251,2130,6019,2689,3161,2167,3327,2724,5228,3988,3813,2500
ENSG00000106638.17,1084,1368,1369,1587,1681,1026,4222,1378,1342,1151,2007,1170,2029,1354,1610,1622
ENSG00000106648.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000106665.16,2439,2251,1813,2055,2603,1753,4833,1930,1515,2023,1497,1454,1470,1577,2596,1674
ENSG00000106682.15,6260,5900,9536,7552,9382,5993,14910,8288,7261,5922,11667,7531,12195,10267,10251,5845
ENSG00000106683.15,1167,1694,2014,1240,1726,1331,1951,1563,1316,1029,1860,1452,2954,1661,2051,502
ENSG00000106686.16,532,349,488,696,701,517,506,1541,445,479,720,206,630,872,1055,738
ENSG00000106688.12,1139,491,1351,1771,1466,976,1102,1075,512,1246,392,359,1146,782,875,703
ENSG00000106689.11,1,0,2,1,1,17,5,0,0,0,2,2,3,1,2,0
ENSG00000106692.15,1479,1203,1533,1680,1949,2348,3902,2531,2087,1097,1975,1238,1625,2350,2868,1776
ENSG00000106701.13,752,541,831,813,834,1094,2315,1516,907,581,775,263,712,1183,1529,617
ENSG00000106714.17,38,256,27,141,61,328,83,103,240,89,162,221,530,72,101,74
ENSG00000106723.17,5346,4556,5749,4763,4909,5577,7764,6580,6988,4437,7484,4195,4881,7372,7942,3270
ENSG00000106733.21,492,427,854,847,907,720,1768,1325,680,536,533,467,1392,632,1328,1169
ENSG00000106771.13,3865,4369,4897,4959,6114,5137,7109,7829,5548,3325,6256,4315,6593,8712,8890,5537
ENSG00000106772.18,968,716,1158,2897,735,1321,3213,1356,564,1470,1206,554,271,1341,1715,3503
ENSG00000106780.9,1474,1243,1225,1506,2258,1376,1288,2437,1293,975,1041,873,827,1415,2633,1252
ENSG00000106785.15,874,1427,1108,1014,1325,1451,2955,1554,674,709,819,674,831,735,1617,521
ENSG00000106789.13,1254,2262,1491,1746,3896,1929,3696,497,934,1181,1208,1053,563,1499,1062,449
ENSG00000106799.13,6707,4353,6687,4370,6874,6311,6235,7773,9517,3727,6902,5380,3973,7602,11375,3821
ENSG00000106803.10,1757,936,1626,1676,1652,1339,2821,2013,1413,936,1501,1227,2013,1553,2679,2670
ENSG00000106804.8,482,368,504,656,687,476,1526,1518,315,335,315,191,276,533,1275,1962
ENSG00000106809.11,493,156,494,1899,737,703,1463,1957,535,426,675,399,181,2114,2124,941
ENSG00000106819.13,6053,7403,5257,6675,3171,3888,7524,8157,17411,4625,8656,6655,2393,8272,10722,2152
ENSG00000106823.12,1536,1180,1411,1301,931,1302,1526,1764,3314,958,1238,1489,610,1630,1959,603
ENSG00000106829.20,1052,695,1017,1206,1103,792,1121,1936,740,510,546,923,1082,656,1641,783
ENSG00000106852.15,30,28,53,113,123,63,98,115,34,42,34,108,136,73,121,60
ENSG00000106853.20,1181,1623,1304,777,4659,570,1686,1357,1200,1731,1208,1405,2650,1932,1488,630
ENSG00000106868.17,1074,1018,1797,1071,1006,912,2407,1595,923,846,757,1057,1569,1993,1968,740
ENSG00000106927.12,986,116,69,989,1094,627,418,3771,9,405,10,333,209,63,4345,2861
ENSG00000106948.17,1991,1941,1517,2549,2095,1502,2281,4310,1118,1053,1046,1545,1178,1568,3869,1029
ENSG00000106952.7,221,101,231,546,341,125,239,396,169,165,151,133,99,158,411,116
ENSG00000106976.21,1105,2869,1107,568,557,2263,1211,1757,1581,420,748,1392,329,902,1724,520
ENSG00000106991.14,1401,2664,2303,1675,1286,2406,2255,5564,1306,1002,1038,1489,688,1714,5006,992
ENSG00000106992.19,328,89,111,195,110,101,193,109,92,47,142,73,77,94,106,68
ENSG00000106993.12,861,391,752,976,1069,805,826,1070,977,802,1030,764,781,1083,1349,1011
ENSG00000107014.9,3,1,12,10,12,5,3,7,5,11,9,2,2,3,11,6
ENSG00000107018.8,3,2,6,13,8,7,1,23,4,10,2,2,12,4,14,6
ENSG00000107020.10,431,275,464,387,482,361,553,455,506,296,478,337,792,393,585,272
ENSG00000107021.16,394,783,542,586,567,682,1131,1309,777,459,689,566,653,669,1135,689
ENSG00000107036.12,2335,2051,3204,3006,2946,3313,2464,4287,4021,2181,3629,2381,2478,3499,4501,2774
ENSG00000107077.19,2806,1992,3332,3706,2958,3234,2894,4277,3357,2118,3897,2262,2403,2560,3914,3644
ENSG00000107099.16,2895,2060,4023,3923,3837,2883,3526,5824,3015,1835,2680,2085,2543,2437,5617,2393
ENSG00000107104.20,1537,2311,2604,3002,2777,2222,2608,3888,1471,2369,1740,1317,1331,1975,3467,3090
ENSG00000107105.15,44,5,9,8,19,17,46,27,152,7,13,9,2,7,17,9
ENSG00000107130.10,574,1243,693,887,873,837,1083,700,857,454,1054,1037,343,1011,1084,412
ENSG00000107140.16,656,778,459,776,431,564,1076,734,395,300,415,577,654,463,982,308
ENSG00000107147.14,55,53,23,60,38,44,28,81,35,18,13,44,20,45,107,33
ENSG00000107159.13,3132,1046,821,114,594,2247,115,46,683,581,2153,332,446,241,77,30
ENSG00000107164.16,2001,1977,2088,1974,1939,2367,4140,2961,2230,1491,2570,2027,2401,2599,2885,2023
ENSG00000107165.13,76,87,146,26,74,43,58,15,93,45,213,28,42,63,39,16
ENSG00000107175.12,1113,1106,1203,1285,1250,950,3066,1208,1139,758,1425,1091,1507,1340,1619,803
ENSG00000107185.10,621,1392,925,1083,1230,1451,2508,1958,1075,659,1075,767,1388,1159,2231,1209
ENSG00000107186.17,2832,2726,3154,3414,3191,3854,2885,4369,5484,2856,3685,2287,1473,4757,4607,2022
ENSG00000107187.17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
ENSG00000107201.10,2813,1832,2702,2051,3726,3587,43703,2825,2263,1700,2134,1722,3943,2664,3293,1580
ENSG00000107223.13,4224,2807,4215,4710,3410,3472,10795,4123,3816,2104,4069,3001,4200,4920,6254,4742
ENSG00000107242.20,574,74,419,338,261,57,2917,630,104,144,45,85,75,748,664,952
ENSG00000107249.23,1935,1862,1500,2469,2377,3165,1061,6314,3232,1710,1360,2483,1317,1268,4597,2523
ENSG00000107262.26,1414,1841,1129,1945,1511,2164,8342,1554,1326,656,1608,1501,1427,1110,2205,2230
ENSG00000107263.18,2911,3942,2611,2580,2503,2983,4134,6466,2383,1499,1970,2504,2165,2436,5988,2168
ENSG00000107281.10,2217,856,1240,1460,896,684,2582,867,375,532,289,452,175,451,1346,697
ENSG00000107282.8,212,449,463,651,228,394,1177,663,272,218,386,156,219,446,766,405
ENSG00000107290.14,13976,7380,10967,11726,12972,10165,24729,13303,13427,7515,11082,9264,13816,13449,16630,9266
ENSG00000107295.10,82,7,106,297,46,67,143,171,3,69,39,17,11,83,267,132
ENSG00000107317.13,510,47,307,133,124,91,200,82,32,132,112,86,30,192,93,63
ENSG00000107331.17,1523,2947,1812,1302,1307,1561,2505,2486,1222,891,1304,980,631,1280,2878,1006
ENSG00000107338.10,551,823,517,705,445,869,811,724,774,253,673,565,811,528,750,616
ENSG00000107341.5,1734,1977,1380,1777,1842,2355,5726,3485,2112,970,1721,1357,1847,1700,3303,2757
ENSG00000107362.14,637,366,534,949,642,611,1659,660,673,411,705,510,581,886,920,786
ENSG00000107371.14,391,562,490,621,693,856,1095,1135,814,441,733,421,643,645,1304,779
ENSG00000107372.13,6676,5592,6072,9532,8413,6188,7654,6471,6154,6425,5561,9998,6984,10839,8531,3305
ENSG00000107404.20,1684,3047,2856,1862,2191,1415,6100,1019,1189,1241,3057,1673,3887,2010,2331,1148
ENSG00000107438.9,2635,4413,2732,3064,2659,2739,5404,3269,2610,2311,1389,4119,2796,4225,3438,1363
ENSG00000107443.16,398,407,544,508,588,712,1000,867,700,321,619,330,625,659,978,484
ENSG00000107447.8,0,0,2,0,0,6,0,2,2,0,0,0,0,0,1,1
ENSG00000107485.18,55,99,60,58,41,60,177,75,186,72,577,116,77,38,49,20
ENSG00000107518.18,282,22,164,990,307,346,304,765,19,175,128,62,49,248,849,393
ENSG00000107521.19,1441,1575,1590,1302,1194,1176,2886,1805,1299,910,1055,1291,1684,1670,2068,1187
ENSG00000107537.14,696,438,590,976,729,278,2403,824,558,514,1231,521,961,569,1136,670
ENSG00000107551.21,2235,3393,3406,2593,3434,2639,3257,5953,1690,1868,2123,2321,2705,1967,5880,1823
ENSG00000107554.17,2115,1698,2430,2033,1595,1802,4963,2838,1820,1305,2796,1158,1685,2613,2526,1660
ENSG00000107560.12,903,688,1426,987,1235,1422,1570,1917,1624,1380,1354,671,767,1510,2148,1073
ENSG00000107562.16,1325,945,876,1866,1552,1504,1177,4585,2085,389,691,4004,237,1157,3919,5753
ENSG00000107566.14,1179,1366,1939,1638,1651,1877,2642,1678,1563,823,1270,1563,1884,1592,1706,1190
ENSG00000107581.13,8203,6913,10002,9162,11068,11142,17276,13346,9609,7453,20083,7786,14728,11279,15410,9589
ENSG00000107593.17,64,11,35,11,105,3,79,21,16,15,18,35,25,15,42,13
ENSG00000107611.16,407,383,282,460,259,381,336,651,342,270,486,291,704,371,524,344
ENSG00000107614.22,496,445,664,643,631,632,732,1370,684,512,1044,458,1172,579,1192,705
ENSG00000107625.13,1674,1108,2169,1606,1783,2251,3313,1949,2936,1214,2076,1508,2038,2498,2722,1460
ENSG00000107643.16,1640,1394,2035,1714,1875,2200,3617,2661,2758,1709,3882,2015,2036,3421,3086,1598
ENSG00000107651.13,2816,1829,3301,2352,2838,2876,5232,2941,3556,3389,7223,2563,2505,3791,3328,2438
ENSG00000107669.18,1333,1072,2335,1702,2098,1694,3738,2096,2140,1746,2039,1161,2196,2314,2846,1433
ENSG00000107672.15,601,620,884,808,734,727,2166,953,806,797,1015,449,549,704,1165,971
ENSG00000107679.14,4234,2476,4965,3849,4665,4523,7314,4561,5634,4697,5040,2565,3911,6556,5296,2856
ENSG00000107719.9,343,600,547,865,950,586,1053,2237,318,489,664,294,272,608,2627,597
ENSG00000107731.12,2244,5314,2759,1198,2079,4519,2064,3181,4569,2006,2169,3049,1211,3514,4297,651
ENSG00000107736.21,501,166,390,337,289,316,508,1871,273,134,251,667,91,379,938,601
ENSG00000107738.20,1583,1353,2571,2236,2959,1145,2537,2304,892,974,1512,1807,958,2145,2961,803
ENSG00000107742.13,1006,558,1273,5708,659,1179,945,1065,725,1125,272,788,485,1979,3230,387
ENSG00000107745.19,2609,1876,2323,1863,2054,1975,3852,2279,3376,1523,2695,2378,2326,3040,2478,1193
ENSG00000107758.16,1288,1408,2163,2049,1955,2181,2133,3676,3357,1430,2302,1477,1785,2533,3559,2014
ENSG00000107771.17,2900,2122,3182,3112,3009,2786,3712,3918,4298,2303,3095,2454,2668,3345,4355,2584
ENSG00000107779.14,1596,1563,2385,2112,1938,2154,3142,2954,2817,1546,2397,1504,1500,2584,3522,1638
ENSG00000107789.16,689,454,997,664,660,876,921,653,880,636,733,624,674,843,960,711
ENSG00000107796.13,7366,12337,13997,8797,11565,7316,7199,10562,16013,4362,15766,13016,3095,11294,14095,2276
ENSG00000107798.18,4314,1893,6237,4037,7364,2992,5587,8708,3705,4784,5125,2999,4511,4631,10524,3656
ENSG00000107807.13,28,3,8,10,2,0,33,3,0,1,0,3,0,3,4,1
ENSG00000107815.10,179,326,269,301,236,521,583,420,432,195,339,238,323,321,447,260
ENSG00000107816.17,1742,2447,2079,1256,1683,1370,1778,1309,1646,887,1496,2555,1493,1451,2090,767
ENSG00000107819.13,3445,3979,3550,2054,2383,2320,3000,2461,3086,1414,3665,2534,3289,3715,2950,761
ENSG00000107821.15,183,154,275,213,125,333,689,117,88,39,296,57,123,120,153,124
ENSG00000107829.15,786,1259,1301,1135,937,814,1780,2156,846,832,897,812,804,1046,1741,941
ENSG00000107831.13,1,2,2,3,0,5,2,0,3,0,2,1,0,0,3,0
ENSG00000107833.10,205,394,528,316,331,559,391,283,538,245,500,415,583,431,383,348
ENSG00000107854.6,4401,3110,5667,5104,5333,5353,6501,6600,6594,3923,5028,4353,6299,6807,8134,3933
ENSG00000107859.10,1,4,4,0,1,2,0,1,1,1,1,4,0,3,2,0
ENSG00000107862.6,4934,5526,5105,3963,3638,5418,7408,7713,5615,3029,4756,5209,4973,5439,6473,4787
ENSG00000107863.18,9604,7917,8423,7934,6529,5625,13445,8165,7199,6571,15277,4824,14394,11148,11599,4048
ENSG00000107864.15,474,322,517,578,518,622,857,1356,351,322,402,254,395,347,1090,1188
ENSG00000107872.13,358,269,378,328,131,199,710,108,135,74,150,239,143,138,451,208
ENSG00000107874.11,539,745,735,563,644,579,766,667,751,388,770,660,598,664,811,459
ENSG00000107882.12,413,975,441,353,415,727,549,1417,619,359,426,607,350,483,1217,382
ENSG00000107890.17,1192,1373,1710,1376,1565,2266,2494,2439,2285,1327,1977,950,1729,1388,2613,1305
ENSG00000107897.20,1818,1338,2893,2249,2954,1370,5818,2612,2319,1392,4681,1402,3018,1819,3964,1353
ENSG00000107902.14,253,383,390,208,211,326,495,334,171,348,272,362,210,312,334,150
ENSG00000107929.15,4196,4169,5340,4774,3528,3396,8061,5601,3200,2289,5389,3602,6551,4108,6930,2968
ENSG00000107937.19,1851,1064,2300,2010,1787,1541,4754,1669,1711,1162,3145,1704,4323,2210,2666,1198
ENSG00000107938.18,1082,659,1073,1165,1175,1727,1973,1873,1611,1092,2345,877,1045,1400,1609,1462
ENSG00000107949.17,1114,760,1316,1089,1134,1418,1944,1297,1360,1352,2242,930,1543,1304,1504,1035
ENSG00000107951.15,945,738,1186,1000,993,758,2157,1372,1352,678,1739,961,1286,922,1461,1072
ENSG00000107954.10,165,133,232,929,171,167,771,1006,20,177,54,67,86,173,865,1070
ENSG00000107957.16,5337,11955,5783,5955,6397,7500,6879,18780,13039,3182,5863,11466,2321,8882,20306,3398
ENSG00000107959.17,2454,2412,3727,3522,2369,2013,5568,3157,2125,1782,3318,2978,9172,3369,3712,1718
ENSG00000107960.11,1123,1332,1028,955,1037,1092,1359,1557,1035,670,1479,777,1472,1279,1441,715
ENSG00000107968.10,2605,1235,3016,1513,2176,1315,2284,1953,2138,1174,1206,3005,1547,1295,2491,883
ENSG00000107984.10,365,511,134,1039,101,5548,98,229,3278,417,1401,558,4271,12462,2903,3
ENSG00000108001.15,145,137,96,149,126,198,89,349,378,162,59,160,50,119,360,119
ENSG00000108010.12,2007,1269,2359,1586,1616,1827,3216,1614,2523,1672,2519,1736,1858,2591,1861,1093
ENSG00000108018.15,31,8,44,145,58,39,51,243,34,56,30,38,15,33,196,162
ENSG00000108021.20,6076,4080,6891,7222,5929,4648,10983,6693,6647,4228,9667,6305,9122,6865,7722,5183
ENSG00000108039.18,3993,2361,4322,3252,3170,2363,7217,4305,3190,2203,2995,3158,3459,4690,4605,4578
ENSG00000108055.10,2330,2074,2946,2205,2658,4630,5283,4083,3230,2035,3067,2005,4060,3082,4627,2221
ENSG00000108061.12,2588,1706,3298,2795,3439,2659,3466,3842,3906,2125,3380,2392,2780,3060,4514,2401
ENSG00000108064.11,907,683,1810,1136,1535,1858,2382,1657,1883,1272,1953,1166,2264,2147,2056,1304
ENSG00000108091.11,3372,6185,3691,3669,4664,6037,5679,7293,4837,4938,4261,2627,4261,6025,8484,3935
ENSG00000108094.16,1384,974,1785,1417,1499,2192,2581,2007,2223,3886,2650,1205,2426,1570,2460,1370
ENSG00000108100.18,1835,2057,3682,2678,3076,2092,4253,3826,3481,4774,5092,1781,3583,3088,5770,2383
ENSG00000108106.14,402,385,560,431,322,278,728,189,355,229,343,839,945,611,492,192
ENSG00000108107.15,6314,8648,12041,8975,4355,5885,8813,5099,7325,3801,6467,10543,5169,6236,6445,3024
ENSG00000108175.17,2102,4522,2195,1712,1834,3271,2874,8095,3365,1286,1625,2304,2242,2874,6352,1986
ENSG00000108176.15,276,78,240,434,299,155,234,591,136,139,151,93,249,191,603,612
ENSG00000108179.14,1770,725,1475,1066,1191,1216,3421,1397,926,472,643,1878,1928,1068,1276,1515
ENSG00000108187.16,1765,808,1937,903,1171,517,3945,3383,458,732,634,431,475,802,2448,2808
ENSG00000108219.15,1976,3598,3811,2341,3299,3351,3490,4998,3176,1678,2637,3799,2403,4621,4079,1688
ENSG00000108231.14,6,3,1,12,3,3,7,9,9,11,3,4,2,14,9,2
ENSG00000108239.9,1101,845,1477,1049,1124,1115,2238,1946,1387,837,1070,857,1089,1230,2666,1264
ENSG00000108242.13,882,327,180,207,288,739,571,63,78,405,70,46,127,773,386,39
ENSG00000108244.17,241,617,2509,816,2588,110,1052,150,1973,119,2891,4850,199,39,339,76
ENSG00000108255.8,15,27,42,25,41,20,32,68,49,44,32,31,32,63,69,28
ENSG00000108256.9,9973,7005,10372,9534,14065,13884,12319,11444,15908,8774,11851,12701,12116,19470,12807,7949
ENSG00000108262.16,853,1549,943,1140,1264,1388,1419,1295,948,944,865,997,775,1439,1613,686
ENSG00000108298.12,24187,15590,27370,27353,23611,28132,29632,21550,35081,17463,34992,22148,22156,23700,28062,28527
ENSG00000108306.13,1695,2439,1882,1326,1892,2745,2143,3795,2119,1671,2302,1649,1563,2286,3483,1428
ENSG00000108309.14,166,26,97,180,48,54,161,145,17,62,33,27,28,53,174,80
ENSG00000108312.15,2212,2636,2571,3004,2222,2540,3844,3864,2553,1927,3852,2810,2117,2401,4824,1813
ENSG00000108342.13,5,3,4,8,17,0,11,3,4,2,2,533,172,5,4,16
ENSG00000108344.15,1818,2270,3500,2390,2240,2390,3748,1938,2197,2034,3056,2866,3566,2956,2744,1557
ENSG00000108349.17,2007,2406,1982,2126,2463,4020,2647,3851,2775,1925,2745,2188,1969,2226,3608,2124
ENSG00000108352.13,802,1013,191,898,1060,465,2573,442,396,355,191,1528,65,1264,896,436
ENSG00000108370.17,285,237,172,380,126,221,401,348,104,141,268,72,256,207,381,181
ENSG00000108375.13,147,182,175,188,217,259,371,315,236,95,310,262,150,226,223,229
ENSG00000108379.10,46,120,81,65,77,71,189,58,55,56,95,53,99,78,95,27
ENSG00000108381.11,126,24,125,241,122,59,165,364,31,68,42,43,18,170,281,165
ENSG00000108384.15,395,297,386,383,437,440,495,492,539,367,467,427,299,365,543,337
ENSG00000108387.15,637,821,637,673,414,495,1020,816,704,413,505,322,146,801,984,376
ENSG00000108389.9,2038,2726,1555,2184,2723,2986,2829,3088,3238,2339,3888,2412,1920,2079,3160,2325
ENSG00000108395.14,1347,1030,1174,1389,1644,2147,1818,1704,2130,1357,2263,1509,1384,1760,2176,974
ENSG00000108405.4,91,89,292,208,521,82,118,1952,60,54,69,159,51,85,1050,2527
ENSG00000108406.10,1907,1390,2028,1893,2823,2657,2355,2423,3099,2149,2994,2540,2246,2587,3009,1677
ENSG00000108417.4,0,2,5,0,1,1,1,0,3,0,2,8,0,2,0,0
ENSG00000108423.15,234,260,268,370,357,617,455,577,565,330,474,400,324,427,430,392
ENSG00000108424.11,6015,5777,9884,7150,9600,11912,9604,9293,9916,6382,11572,10168,9902,10888,10845,4681
ENSG00000108433.17,2532,1900,2419,2127,2176,2549,3182,3010,2654,1972,2893,2244,1879,3080,2995,2334
ENSG00000108439.11,508,666,551,518,511,535,902,631,286,434,718,403,489,423,937,399
ENSG00000108442.2,0,0,0,0,1,0,0,0,2,0,7,0,0,1,2,0
ENSG00000108443.14,1572,1490,1603,1825,2171,3288,2056,2504,2690,1977,3667,2190,2096,2495,2710,1875
ENSG00000108448.21,132,139,153,112,319,190,374,209,254,149,209,191,190,348,296,145
ENSG00000108452.1,4,8,4,8,6,7,16,22,14,10,12,6,6,12,13,7
ENSG00000108465.15,482,551,492,370,541,562,732,685,592,559,820,369,580,505,740,621
ENSG00000108468.15,1492,1346,1721,1424,1974,2678,2098,1877,2005,1769,3129,1972,2176,1960,2548,979
ENSG00000108469.15,793,1296,687,826,1014,1080,1443,1244,1070,906,1264,1061,908,1190,1217,579
ENSG00000108474.17,335,512,469,470,424,374,613,1151,440,315,441,460,608,534,928,482
ENSG00000108479.12,352,505,438,601,348,516,918,318,340,225,531,390,370,401,790,359
ENSG00000108506.13,964,1002,1151,1202,1540,1374,1373,1501,1339,1483,1787,1019,1396,1430,1675,790
ENSG00000108509.21,310,900,394,338,505,483,471,1326,454,353,462,422,339,389,1020,479
ENSG00000108510.10,9189,6596,7458,9189,9956,11040,11305,11925,12405,7748,13758,9575,8683,12039,13345,8932
ENSG00000108511.10,121,58,229,189,121,363,418,41,249,120,153,151,123,248,135,70
ENSG00000108515.18,108,122,112,131,94,96,312,130,90,96,109,79,122,92,163,79
ENSG00000108516.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108518.8,4262,3873,7333,5082,5438,2684,8650,2259,3854,3722,5750,4378,9173,5699,5322,1969
ENSG00000108523.16,811,857,1044,1025,1144,791,1441,1707,758,1033,973,919,1581,1008,1825,947
ENSG00000108528.14,599,657,877,881,727,576,1380,1031,710,616,913,725,819,832,1247,599
ENSG00000108551.5,488,124,220,1726,438,412,831,556,82,245,108,1594,734,144,1163,932
ENSG00000108556.10,36,23,60,29,27,22,10,23,20,12,17,92,3,24,43,48
ENSG00000108557.19,1079,2340,1081,918,1109,1200,1288,1674,1400,893,1296,1851,1434,1177,1869,656
ENSG00000108559.12,1145,729,996,1203,1385,1143,2586,1527,1179,1258,975,1044,1328,1361,2104,1183
ENSG00000108561.8,965,634,1320,1348,1475,1032,3100,1264,1090,1079,1229,1019,1792,1428,1764,1259
ENSG00000108576.10,58,23,80,205,39,33,62,158,22,95,23,15,18,80,108,199
ENSG00000108578.15,876,1001,1194,1399,1207,1265,871,1851,1480,938,796,1094,799,1084,1775,1172
ENSG00000108582.12,11084,12396,17361,14769,15694,12158,13176,9560,10440,10300,10932,12666,23131,10876,14297,9643
ENSG00000108587.16,1558,1483,2014,1834,2172,2143,2533,3092,2278,1850,1855,1814,1925,2539,2829,1847
ENSG00000108588.14,3441,2609,3516,3537,4608,5153,5099,4439,3993,3712,6941,3417,3903,4720,5481,3563
ENSG00000108590.11,103,55,89,104,120,138,105,157,101,103,153,80,166,151,143,80
ENSG00000108591.10,512,766,744,816,750,714,1184,1258,772,508,763,801,639,770,1098,697
ENSG00000108592.17,1194,1178,1242,2000,1673,2360,1811,1766,1910,1136,2293,1450,2717,1546,1919,830
ENSG00000108599.15,1601,1309,1947,1530,1937,1559,2252,2616,2204,1297,2169,1637,1821,2100,2865,1296
ENSG00000108602.18,283,154,124,44,228,52,255,21,19,161,86,119,210,208,29,30
ENSG00000108604.16,2122,2264,1681,2513,3470,1900,3876,2580,2229,1774,3028,2293,2590,2364,3155,2253
ENSG00000108622.11,411,88,193,151,268,176,117,229,108,94,115,140,177,191,221,91
ENSG00000108639.8,5286,5102,8516,5127,4919,3849,5985,2653,2647,2334,5859,4673,3378,4700,4043,3108
ENSG00000108641.19,187,364,371,363,308,298,517,653,296,232,289,224,354,275,513,461
ENSG00000108651.10,1644,1264,1846,1445,2028,2024,2822,2018,2351,1577,1841,1957,2350,2482,2319,1229
ENSG00000108654.16,25196,19615,26758,29891,33312,38512,29913,30933,33528,26239,47584,38002,26554,35902,38794,16993
ENSG00000108666.10,390,309,575,522,588,590,728,784,561,546,993,365,503,647,762,456
ENSG00000108669.16,5326,4104,3389,4382,3667,2941,4807,3909,3662,2865,4361,6576,4815,5935,4777,1883
ENSG00000108671.11,2023,2072,2500,2122,2382,2652,2582,2687,2183,2016,3117,2931,3465,3154,2853,1585
ENSG00000108679.13,18819,15149,15480,15507,16347,11591,23952,5820,9653,16791,18085,25099,21543,18809,8258,2892
ENSG00000108684.15,7,4,5,17,3,0,48,5,10,2,0,16,11,5,11,8
ENSG00000108688.11,92,2,105,2,14,14,89,0,26,3,6,20,39,12,3,2
ENSG00000108691.9,1200,144,1466,659,610,881,1379,732,1502,212,366,1363,1242,1055,1554,652
ENSG00000108700.5,138,5,186,21,20,95,268,19,103,5,15,81,382,19,34,20
ENSG00000108702.4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000108733.11,211,193,229,209,268,236,263,340,312,217,501,143,126,318,382,192
ENSG00000108759.4,14,0,5,0,2,3,0,1,3,3,2,6,2,6,0,0
ENSG00000108771.13,784,939,934,860,996,795,1728,767,523,741,1184,706,958,812,860,350
ENSG00000108773.11,1170,1717,1293,883,1155,1303,1808,1382,1558,1237,1555,1833,797,1207,1405,1077
ENSG00000108774.15,609,690,1169,745,861,788,969,874,705,544,933,808,942,1011,1181,341
ENSG00000108784.10,691,1037,1095,717,964,632,992,1057,584,631,952,799,742,695,1291,694
ENSG00000108785.7,48,71,32,26,28,52,40,53,18,16,65,23,30,16,68,24
